run_id,trial,patch_state,warmup,value_before,attempted_value,value_after,state_reset_confirmed,attack_success,state_changed,write_response
real_can_latency_20260710,34,before,false,0021,0022,0022,false,true,true,6E1234
real_can_latency_20260710,35,before,false,0022,0023,0023,false,true,true,6E1234
real_can_latency_20260710,36,before,false,0023,0024,0024,false,true,true,6E1234
real_can_latency_20260710,37,before,false,0024,0025,0025,false,true,true,6E1234
real_can_latency_20260710,38,before,false,0025,0026,0026,false,true,true,6E1234
real_can_latency_20260710,39,before,false,0026,0027,0027,false,true,true,6E1234
real_can_latency_20260710,40,before,false,0027,0028,0028,false,true,true,6E1234
real_can_latency_20260710,41,before,false,0028,0029,0029,false,true,true,6E1234
real_can_latency_20260710,42,before,false,0029,002A,002A,false,true,true,6E1234
real_can_latency_20260710,43,before,false,002A,002B,002B,false,true,true,6E1234
real_can_latency_20260710,44,before,false,002B,002C,002C,false,true,true,6E1234
real_can_latency_20260710,45,before,false,002C,002D,002D,false,true,true,6E1234
real_can_latency_20260710,46,before,false,002D,002E,002E,false,true,true,6E1234
real_can_latency_20260710,47,before,false,002E,002F,002F,false,true,true,6E1234
real_can_latency_20260710,48,before,false,002F,0030,0030,false,true,true,6E1234
real_can_latency_20260710,49,before,false,0030,0031,0031,false,true,true,6E1234
real_can_latency_20260710,50,before,false,0031,0032,0032,false,true,true,6E1234
real_can_latency_20260710,51,before,false,0032,0033,0033,false,true,true,6E1234
real_can_latency_20260710,52,before,false,0033,0034,0034,false,true,true,6E1234
real_can_latency_20260710,53,before,false,0034,0035,0035,false,true,true,6E1234
real_can_latency_20260710,54,before,false,0035,0036,0036,false,true,true,6E1234
real_can_latency_20260710,55,before,false,0036,0037,0037,false,true,true,6E1234
real_can_latency_20260710,56,before,false,0037,0038,0038,false,true,true,6E1234
real_can_latency_20260710,57,before,false,0038,0039,0039,false,true,true,6E1234
real_can_latency_20260710,58,before,false,0039,003A,003A,false,true,true,6E1234
real_can_latency_20260710,59,before,false,003A,003B,003B,false,true,true,6E1234
real_can_latency_20260710,60,before,false,003B,003C,003C,false,true,true,6E1234
real_can_latency_20260710,61,before,false,003C,003D,003D,false,true,true,6E1234
real_can_latency_20260710,62,before,false,003D,003E,003E,false,true,true,6E1234
real_can_latency_20260710,63,before,false,003E,003F,003F,false,true,true,6E1234
real_can_latency_20260710,64,before,false,003F,0040,0040,false,true,true,6E1234
real_can_latency_20260710,65,before,false,0040,0041,0041,false,true,true,6E1234
real_can_latency_20260710,66,before,false,0041,0042,0042,false,true,true,6E1234
real_can_latency_20260710,67,before,false,0042,0043,0043,false,true,true,6E1234
real_can_latency_20260710,68,before,false,0043,0044,0044,false,true,true,6E1234
real_can_latency_20260710,69,before,false,0044,0045,0045,false,true,true,6E1234
real_can_latency_20260710,70,before,false,0045,0046,0046,false,true,true,6E1234
real_can_latency_20260710,71,before,false,0046,0047,0047,false,true,true,6E1234
real_can_latency_20260710,72,before,false,0047,0048,0048,false,true,true,6E1234
real_can_latency_20260710,73,before,false,0048,0049,0049,false,true,true,6E1234
real_can_latency_20260710,74,before,false,0049,004A,004A,false,true,true,6E1234
real_can_latency_20260710,75,before,false,004A,004B,004B,false,true,true,6E1234
real_can_latency_20260710,76,before,false,004B,004C,004C,false,true,true,6E1234
real_can_latency_20260710,77,before,false,004C,004D,004D,false,true,true,6E1234
real_can_latency_20260710,78,before,false,004D,004E,004E,false,true,true,6E1234
real_can_latency_20260710,79,before,false,004E,004F,004F,false,true,true,6E1234
real_can_latency_20260710,80,before,false,004F,0050,0050,false,true,true,6E1234
real_can_latency_20260710,81,before,false,0050,0051,0051,false,true,true,6E1234
real_can_latency_20260710,82,before,false,0051,0052,0052,false,true,true,6E1234
real_can_latency_20260710,83,before,false,0052,0053,0053,false,true,true,6E1234
real_can_latency_20260710,84,before,false,0053,0054,0054,false,true,true,6E1234
real_can_latency_20260710,85,before,false,0054,0055,0055,false,true,true,6E1234
real_can_latency_20260710,86,before,false,0055,0056,0056,false,true,true,6E1234
real_can_latency_20260710,87,before,false,0056,0057,0057,false,true,true,6E1234
real_can_latency_20260710,88,before,false,0057,0058,0058,false,true,true,6E1234
real_can_latency_20260710,89,before,false,0058,0059,0059,false,true,true,6E1234
real_can_latency_20260710,90,before,false,0059,005A,005A,false,true,true,6E1234
real_can_latency_20260710,91,before,false,005A,005B,005B,false,true,true,6E1234
real_can_latency_20260710,92,before,false,005B,005C,005C,false,true,true,6E1234
real_can_latency_20260710,93,before,false,005C,005D,005D,false,true,true,6E1234
real_can_latency_20260710,94,before,false,005D,005E,005E,false,true,true,6E1234
real_can_latency_20260710,95,before,false,005E,005F,005F,false,true,true,6E1234
real_can_latency_20260710,96,before,false,005F,0060,0060,false,true,true,6E1234
real_can_latency_20260710,97,before,false,0060,0061,0061,false,true,true,6E1234
real_can_latency_20260710,98,before,false,0061,0062,0062,false,true,true,6E1234
real_can_latency_20260710,99,before,false,0062,0063,0063,false,true,true,6E1234
real_can_latency_20260710,100,before,false,0063,0064,0064,false,true,true,6E1234
real_can_latency_20260710,101,before,false,0064,0065,0065,false,true,true,6E1234
real_can_latency_20260710,102,before,false,0065,0066,0066,false,true,true,6E1234
real_can_latency_20260710,103,before,false,0066,0067,0067,false,true,true,6E1234
real_can_latency_20260710,104,before,false,0067,0068,0068,false,true,true,6E1234
real_can_latency_20260710,105,before,false,0068,0069,0069,false,true,true,6E1234
real_can_latency_20260710,106,before,false,0069,006A,006A,false,true,true,6E1234
real_can_latency_20260710,107,before,false,006A,006B,006B,false,true,true,6E1234
real_can_latency_20260710,108,before,false,006B,006C,006C,false,true,true,6E1234
real_can_latency_20260710,109,before,false,006C,006D,006D,false,true,true,6E1234
real_can_latency_20260710,110,before,false,006D,006E,006E,false,true,true,6E1234
real_can_latency_20260710,111,before,false,006E,006F,006F,false,true,true,6E1234
real_can_latency_20260710,112,before,false,006F,0070,0070,false,true,true,6E1234
real_can_latency_20260710,113,before,false,0070,0071,0071,false,true,true,6E1234
real_can_latency_20260710,114,before,false,0071,0072,0072,false,true,true,6E1234
real_can_latency_20260710,115,before,false,0072,0073,0073,false,true,true,6E1234
real_can_latency_20260710,116,before,false,0073,0074,0074,false,true,true,6E1234
real_can_latency_20260710,117,before,false,0074,0075,0075,false,true,true,6E1234
real_can_latency_20260710,118,before,false,0075,0076,0076,false,true,true,6E1234
real_can_latency_20260710,119,before,false,0076,0077,0077,false,true,true,6E1234
real_can_latency_20260710,120,before,false,0077,0078,0078,false,true,true,6E1234
real_can_latency_20260710,121,before,false,0078,0079,0079,false,true,true,6E1234
real_can_latency_20260710,122,before,false,0079,007A,007A,false,true,true,6E1234
real_can_latency_20260710,123,before,false,007A,007B,007B,false,true,true,6E1234
real_can_latency_20260710,124,before,false,007B,007C,007C,false,true,true,6E1234
real_can_latency_20260710,125,before,false,007C,007D,007D,false,true,true,6E1234
real_can_latency_20260710,126,before,false,007D,007E,007E,false,true,true,6E1234
real_can_latency_20260710,127,before,false,007E,007F,007F,false,true,true,6E1234
real_can_latency_20260710,128,before,false,007F,0080,0080,false,true,true,6E1234
real_can_latency_20260710,129,before,false,0080,0081,0081,false,true,true,6E1234
real_can_latency_20260710,130,before,false,0081,0082,0082,false,true,true,6E1234
real_can_latency_20260710,131,before,false,0082,0083,0083,false,true,true,6E1234
real_can_latency_20260710,132,before,false,0083,0084,0084,false,true,true,6E1234
real_can_latency_20260710,133,before,false,0084,0085,0085,false,true,true,6E1234
real_can_latency_20260710,134,before,false,0085,0086,0086,false,true,true,6E1234
real_can_latency_20260710,135,before,false,0086,0087,0087,false,true,true,6E1234
real_can_latency_20260710,136,before,false,0087,0088,0088,false,true,true,6E1234
real_can_latency_20260710,137,before,false,0088,0089,0089,false,true,true,6E1234
real_can_latency_20260710,138,before,false,0089,008A,008A,false,true,true,6E1234
real_can_latency_20260710,139,before,false,008A,008B,008B,false,true,true,6E1234
real_can_latency_20260710,140,before,false,008B,008C,008C,false,true,true,6E1234
real_can_latency_20260710,141,before,false,008C,008D,008D,false,true,true,6E1234
real_can_latency_20260710,142,before,false,008D,008E,008E,false,true,true,6E1234
real_can_latency_20260710,143,before,false,008E,008F,008F,false,true,true,6E1234
real_can_latency_20260710,144,before,false,008F,0090,0090,false,true,true,6E1234
real_can_latency_20260710,145,before,false,0090,0091,0091,false,true,true,6E1234
real_can_latency_20260710,146,before,false,0091,0092,0092,false,true,true,6E1234
real_can_latency_20260710,147,before,false,0092,0093,0093,false,true,true,6E1234
real_can_latency_20260710,148,before,false,0093,0094,0094,false,true,true,6E1234
real_can_latency_20260710,149,before,false,0094,0095,0095,false,true,true,6E1234
real_can_latency_20260710,150,before,false,0095,0096,0096,false,true,true,6E1234
real_can_latency_20260710,151,before,false,0096,0097,0097,false,true,true,6E1234
real_can_latency_20260710,152,before,false,0097,0098,0098,false,true,true,6E1234
real_can_latency_20260710,153,before,false,0098,0099,0099,false,true,true,6E1234
real_can_latency_20260710,154,before,false,0099,009A,009A,false,true,true,6E1234
real_can_latency_20260710,155,before,false,009A,009B,009B,false,true,true,6E1234
real_can_latency_20260710,156,before,false,009B,009C,009C,false,true,true,6E1234
real_can_latency_20260710,157,before,false,009C,009D,009D,false,true,true,6E1234
real_can_latency_20260710,158,before,false,009D,009E,009E,false,true,true,6E1234
real_can_latency_20260710,159,before,false,009E,009F,009F,false,true,true,6E1234
real_can_latency_20260710,160,before,false,009F,00A0,00A0,false,true,true,6E1234
real_can_latency_20260710,161,before,false,00A0,00A1,00A1,false,true,true,6E1234
real_can_latency_20260710,162,before,false,00A1,00A2,00A2,false,true,true,6E1234
real_can_latency_20260710,163,before,false,00A2,00A3,00A3,false,true,true,6E1234
real_can_latency_20260710,164,before,false,00A3,00A4,00A4,false,true,true,6E1234
real_can_latency_20260710,165,before,false,00A4,00A5,00A5,false,true,true,6E1234
real_can_latency_20260710,166,before,false,00A5,00A6,00A6,false,true,true,6E1234
real_can_latency_20260710,167,before,false,00A6,00A7,00A7,false,true,true,6E1234
real_can_latency_20260710,168,before,false,00A7,00A8,00A8,false,true,true,6E1234
real_can_latency_20260710,169,before,false,00A8,00A9,00A9,false,true,true,6E1234
real_can_latency_20260710,170,before,false,00A9,00AA,00AA,false,true,true,6E1234
real_can_latency_20260710,171,before,false,00AA,00AB,00AB,false,true,true,6E1234
real_can_latency_20260710,172,before,false,00AB,00AC,00AC,false,true,true,6E1234
real_can_latency_20260710,173,before,false,00AC,00AD,00AD,false,true,true,6E1234
real_can_latency_20260710,174,before,false,00AD,00AE,00AE,false,true,true,6E1234
real_can_latency_20260710,175,before,false,00AE,00AF,00AF,false,true,true,6E1234
real_can_latency_20260710,176,before,false,00AF,00B0,00B0,false,true,true,6E1234
real_can_latency_20260710,177,before,false,00B0,00B1,00B1,false,true,true,6E1234
real_can_latency_20260710,178,before,false,00B1,00B2,00B2,false,true,true,6E1234
real_can_latency_20260710,179,before,false,00B2,00B3,00B3,false,true,true,6E1234
real_can_latency_20260710,180,before,false,00B3,00B4,00B4,false,true,true,6E1234
real_can_latency_20260710,181,before,false,00B4,00B5,00B5,false,true,true,6E1234
real_can_latency_20260710,182,before,false,00B5,00B6,00B6,false,true,true,6E1234
real_can_latency_20260710,183,before,false,00B6,00B7,00B7,false,true,true,6E1234
real_can_latency_20260710,184,before,false,00B7,00B8,00B8,false,true,true,6E1234
real_can_latency_20260710,185,before,false,00B8,00B9,00B9,false,true,true,6E1234
real_can_latency_20260710,186,before,false,00B9,00BA,00BA,false,true,true,6E1234
real_can_latency_20260710,187,before,false,00BA,00BB,00BB,false,true,true,6E1234
real_can_latency_20260710,188,before,false,00BB,00BC,00BC,false,true,true,6E1234
real_can_latency_20260710,189,before,false,00BC,00BD,00BD,false,true,true,6E1234
real_can_latency_20260710,190,before,false,00BD,00BE,00BE,false,true,true,6E1234
real_can_latency_20260710,191,before,false,00BE,00BF,00BF,false,true,true,6E1234
real_can_latency_20260710,192,before,false,00BF,00C0,00C0,false,true,true,6E1234
real_can_latency_20260710,193,before,false,00C0,00C1,00C1,false,true,true,6E1234
real_can_latency_20260710,194,before,false,00C1,00C2,00C2,false,true,true,6E1234
real_can_latency_20260710,195,before,false,00C2,00C3,00C3,false,true,true,6E1234
real_can_latency_20260710,196,before,false,00C3,00C4,00C4,false,true,true,6E1234
real_can_latency_20260710,197,before,false,00C4,00C5,00C5,false,true,true,6E1234
real_can_latency_20260710,198,before,false,00C5,00C6,00C6,false,true,true,6E1234
real_can_latency_20260710,199,before,false,00C6,00C7,00C7,false,true,true,6E1234
real_can_latency_20260710,200,before,false,00C7,00C8,00C8,false,true,true,6E1234
real_can_latency_20260710,201,before,false,00C8,00C9,00C9,false,true,true,6E1234
real_can_latency_20260710,202,before,false,00C9,00CA,00CA,false,true,true,6E1234
real_can_latency_20260710,203,before,false,00CA,00CB,00CB,false,true,true,6E1234
real_can_latency_20260710,204,before,false,00CB,00CC,00CC,false,true,true,6E1234
real_can_latency_20260710,205,before,false,00CC,00CD,00CD,false,true,true,6E1234
real_can_latency_20260710,206,before,false,00CD,00CE,00CE,false,true,true,6E1234
real_can_latency_20260710,207,before,false,00CE,00CF,00CF,false,true,true,6E1234
real_can_latency_20260710,208,before,false,00CF,00D0,00D0,false,true,true,6E1234
real_can_latency_20260710,209,before,false,00D0,00D1,00D1,false,true,true,6E1234
real_can_latency_20260710,210,before,false,00D1,00D2,00D2,false,true,true,6E1234
real_can_latency_20260710,211,before,false,00D2,00D3,00D3,false,true,true,6E1234
real_can_latency_20260710,212,before,false,00D3,00D4,00D4,false,true,true,6E1234
real_can_latency_20260710,213,before,false,00D4,00D5,00D5,false,true,true,6E1234
real_can_latency_20260710,214,before,false,00D5,00D6,00D6,false,true,true,6E1234
real_can_latency_20260710,215,before,false,00D6,00D7,00D7,false,true,true,6E1234
real_can_latency_20260710,216,before,false,00D7,00D8,00D8,false,true,true,6E1234
real_can_latency_20260710,217,before,false,00D8,00D9,00D9,false,true,true,6E1234
real_can_latency_20260710,218,before,false,00D9,00DA,00DA,false,true,true,6E1234
real_can_latency_20260710,219,before,false,00DA,00DB,00DB,false,true,true,6E1234
real_can_latency_20260710,220,before,false,00DB,00DC,00DC,false,true,true,6E1234
real_can_latency_20260710,221,before,false,00DC,00DD,00DD,false,true,true,6E1234
real_can_latency_20260710,222,before,false,00DD,00DE,00DE,false,true,true,6E1234
real_can_latency_20260710,223,before,false,00DE,00DF,00DF,false,true,true,6E1234
real_can_latency_20260710,224,before,false,00DF,00E0,00E0,false,true,true,6E1234
real_can_latency_20260710,225,before,false,00E0,00E1,00E1,false,true,true,6E1234
real_can_latency_20260710,226,before,false,00E1,00E2,00E2,false,true,true,6E1234
real_can_latency_20260710,227,before,false,00E2,00E3,00E3,false,true,true,6E1234
real_can_latency_20260710,228,before,false,00E3,00E4,00E4,false,true,true,6E1234
real_can_latency_20260710,229,before,false,00E4,00E5,00E5,false,true,true,6E1234
real_can_latency_20260710,230,before,false,00E5,00E6,00E6,false,true,true,6E1234
real_can_latency_20260710,231,before,false,00E6,00E7,00E7,false,true,true,6E1234
real_can_latency_20260710,232,before,false,00E7,00E8,00E8,false,true,true,6E1234
real_can_latency_20260710,233,before,false,00E8,00E9,00E9,false,true,true,6E1234
real_can_latency_20260710,234,before,false,00E9,00EA,00EA,false,true,true,6E1234
real_can_latency_20260710,235,before,false,00EA,00EB,00EB,false,true,true,6E1234
real_can_latency_20260710,236,before,false,00EB,00EC,00EC,false,true,true,6E1234
real_can_latency_20260710,237,before,false,00EC,00ED,00ED,false,true,true,6E1234
real_can_latency_20260710,238,before,false,00ED,00EE,00EE,false,true,true,6E1234
real_can_latency_20260710,239,before,false,00EE,00EF,00EF,false,true,true,6E1234
real_can_latency_20260710,240,before,false,00EF,00F0,00F0,false,true,true,6E1234
real_can_latency_20260710,241,before,false,00F0,00F1,00F1,false,true,true,6E1234
real_can_latency_20260710,242,before,false,00F1,00F2,00F2,false,true,true,6E1234
real_can_latency_20260710,243,before,false,00F2,00F3,00F3,false,true,true,6E1234
real_can_latency_20260710,244,before,false,00F3,00F4,00F4,false,true,true,6E1234
real_can_latency_20260710,245,before,false,00F4,00F5,00F5,false,true,true,6E1234
real_can_latency_20260710,246,before,false,00F5,00F6,00F6,false,true,true,6E1234
real_can_latency_20260710,247,before,false,00F6,00F7,00F7,false,true,true,6E1234
real_can_latency_20260710,248,before,false,00F7,00F8,00F8,false,true,true,6E1234
real_can_latency_20260710,249,before,false,00F8,00F9,00F9,false,true,true,6E1234
real_can_latency_20260710,250,before,false,00F9,00FA,00FA,false,true,true,6E1234
real_can_latency_20260710,251,before,false,00FA,00FB,00FB,false,true,true,6E1234
real_can_latency_20260710,252,before,false,00FB,00FC,00FC,false,true,true,6E1234
real_can_latency_20260710,253,before,false,00FC,00FD,00FD,false,true,true,6E1234
real_can_latency_20260710,254,before,false,00FD,00FE,00FE,false,true,true,6E1234
real_can_latency_20260710,255,before,false,00FE,00FF,00FF,false,true,true,6E1234
real_can_latency_20260710,256,before,false,00FF,0100,0100,false,true,true,6E1234
real_can_latency_20260710,257,before,false,0100,0101,0101,false,true,true,6E1234
real_can_latency_20260710,258,before,false,0101,0102,0102,false,true,true,6E1234
real_can_latency_20260710,259,before,false,0102,0103,0103,false,true,true,6E1234
real_can_latency_20260710,260,before,false,0103,0104,0104,false,true,true,6E1234
real_can_latency_20260710,261,before,false,0104,0105,0105,false,true,true,6E1234
real_can_latency_20260710,262,before,false,0105,0106,0106,false,true,true,6E1234
real_can_latency_20260710,263,before,false,0106,0107,0107,false,true,true,6E1234
real_can_latency_20260710,264,before,false,0107,0108,0108,false,true,true,6E1234
real_can_latency_20260710,265,before,false,0108,0109,0109,false,true,true,6E1234
real_can_latency_20260710,266,before,false,0109,010A,010A,false,true,true,6E1234
real_can_latency_20260710,267,before,false,010A,010B,010B,false,true,true,6E1234
real_can_latency_20260710,268,before,false,010B,010C,010C,false,true,true,6E1234
real_can_latency_20260710,269,before,false,010C,010D,010D,false,true,true,6E1234
real_can_latency_20260710,270,before,false,010D,010E,010E,false,true,true,6E1234
real_can_latency_20260710,271,before,false,010E,010F,010F,false,true,true,6E1234
real_can_latency_20260710,272,before,false,010F,0110,0110,false,true,true,6E1234
real_can_latency_20260710,273,before,false,0110,0111,0111,false,true,true,6E1234
real_can_latency_20260710,274,before,false,0111,0112,0112,false,true,true,6E1234
real_can_latency_20260710,275,before,false,0112,0113,0113,false,true,true,6E1234
real_can_latency_20260710,276,before,false,0113,0114,0114,false,true,true,6E1234
real_can_latency_20260710,277,before,false,0114,0115,0115,false,true,true,6E1234
real_can_latency_20260710,278,before,false,0115,0116,0116,false,true,true,6E1234
real_can_latency_20260710,279,before,false,0116,0117,0117,false,true,true,6E1234
real_can_latency_20260710,280,before,false,0117,0118,0118,false,true,true,6E1234
real_can_latency_20260710,281,before,false,0118,0119,0119,false,true,true,6E1234
real_can_latency_20260710,282,before,false,0119,011A,011A,false,true,true,6E1234
real_can_latency_20260710,283,before,false,011A,011B,011B,false,true,true,6E1234
real_can_latency_20260710,284,before,false,011B,011C,011C,false,true,true,6E1234
real_can_latency_20260710,285,before,false,011C,011D,011D,false,true,true,6E1234
real_can_latency_20260710,286,before,false,011D,011E,011E,false,true,true,6E1234
real_can_latency_20260710,287,before,false,011E,011F,011F,false,true,true,6E1234
real_can_latency_20260710,288,before,false,011F,0120,0120,false,true,true,6E1234
real_can_latency_20260710,289,before,false,0120,0121,0121,false,true,true,6E1234
real_can_latency_20260710,290,before,false,0121,0122,0122,false,true,true,6E1234
real_can_latency_20260710,291,before,false,0122,0123,0123,false,true,true,6E1234
real_can_latency_20260710,292,before,false,0123,0124,0124,false,true,true,6E1234
real_can_latency_20260710,293,before,false,0124,0125,0125,false,true,true,6E1234
real_can_latency_20260710,294,before,false,0125,0126,0126,false,true,true,6E1234
real_can_latency_20260710,295,before,false,0126,0127,0127,false,true,true,6E1234
real_can_latency_20260710,296,before,false,0127,0128,0128,false,true,true,6E1234
real_can_latency_20260710,297,before,false,0128,0129,0129,false,true,true,6E1234
real_can_latency_20260710,298,before,false,0129,012A,012A,false,true,true,6E1234
real_can_latency_20260710,299,before,false,012A,012B,012B,false,true,true,6E1234
real_can_latency_20260710,300,before,false,012B,012C,012C,false,true,true,6E1234
real_can_latency_20260710,301,before,false,012C,012D,012D,false,true,true,6E1234
real_can_latency_20260710,302,before,false,012D,012E,012E,false,true,true,6E1234
real_can_latency_20260710,303,before,false,012E,012F,012F,false,true,true,6E1234
real_can_latency_20260710,304,before,false,012F,0130,0130,false,true,true,6E1234
real_can_latency_20260710,305,before,false,0130,0131,0131,false,true,true,6E1234
real_can_latency_20260710,306,before,false,0131,0132,0132,false,true,true,6E1234
real_can_latency_20260710,307,before,false,0132,0133,0133,false,true,true,6E1234
real_can_latency_20260710,308,before,false,0133,0134,0134,false,true,true,6E1234
real_can_latency_20260710,309,before,false,0134,0135,0135,false,true,true,6E1234
real_can_latency_20260710,310,before,false,0135,0136,0136,false,true,true,6E1234
real_can_latency_20260710,311,before,false,0136,0137,0137,false,true,true,6E1234
real_can_latency_20260710,312,before,false,0137,0138,0138,false,true,true,6E1234
real_can_latency_20260710,313,before,false,0138,0139,0139,false,true,true,6E1234
real_can_latency_20260710,314,before,false,0139,013A,013A,false,true,true,6E1234
real_can_latency_20260710,315,before,false,013A,013B,013B,false,true,true,6E1234
real_can_latency_20260710,316,before,false,013B,013C,013C,false,true,true,6E1234
real_can_latency_20260710,317,before,false,013C,013D,013D,false,true,true,6E1234
real_can_latency_20260710,318,before,false,013D,013E,013E,false,true,true,6E1234
real_can_latency_20260710,319,before,false,013E,013F,013F,false,true,true,6E1234
real_can_latency_20260710,320,before,false,013F,0140,0140,false,true,true,6E1234
real_can_latency_20260710,321,before,false,0140,0141,0141,false,true,true,6E1234
real_can_latency_20260710,322,before,false,0141,0142,0142,false,true,true,6E1234
real_can_latency_20260710,323,before,false,0142,0143,0143,false,true,true,6E1234
real_can_latency_20260710,324,before,false,0143,0144,0144,false,true,true,6E1234
real_can_latency_20260710,325,before,false,0144,0145,0145,false,true,true,6E1234
real_can_latency_20260710,326,before,false,0145,0146,0146,false,true,true,6E1234
real_can_latency_20260710,327,before,false,0146,0147,0147,false,true,true,6E1234
real_can_latency_20260710,328,before,false,0147,0148,0148,false,true,true,6E1234
real_can_latency_20260710,329,before,false,0148,0149,0149,false,true,true,6E1234
real_can_latency_20260710,330,before,false,0149,014A,014A,false,true,true,6E1234
real_can_latency_20260710,331,before,false,014A,014B,014B,false,true,true,6E1234
real_can_latency_20260710,332,before,false,014B,014C,014C,false,true,true,6E1234
real_can_latency_20260710,333,before,false,014C,014D,014D,false,true,true,6E1234
real_can_latency_20260710,334,before,false,014D,014E,014E,false,true,true,6E1234
real_can_latency_20260710,335,before,false,014E,014F,014F,false,true,true,6E1234
real_can_latency_20260710,336,before,false,014F,0150,0150,false,true,true,6E1234
real_can_latency_20260710,337,before,false,0150,0151,0151,false,true,true,6E1234
real_can_latency_20260710,338,before,false,0151,0152,0152,false,true,true,6E1234
real_can_latency_20260710,339,before,false,0152,0153,0153,false,true,true,6E1234
real_can_latency_20260710,340,before,false,0153,0154,0154,false,true,true,6E1234
real_can_latency_20260710,341,before,false,0154,0155,0155,false,true,true,6E1234
real_can_latency_20260710,342,before,false,0155,0156,0156,false,true,true,6E1234
real_can_latency_20260710,343,before,false,0156,0157,0157,false,true,true,6E1234
real_can_latency_20260710,344,before,false,0157,0158,0158,false,true,true,6E1234
real_can_latency_20260710,345,before,false,0158,0159,0159,false,true,true,6E1234
real_can_latency_20260710,346,before,false,0159,015A,015A,false,true,true,6E1234
real_can_latency_20260710,347,before,false,015A,015B,015B,false,true,true,6E1234
real_can_latency_20260710,348,before,false,015B,015C,015C,false,true,true,6E1234
real_can_latency_20260710,349,before,false,015C,015D,015D,false,true,true,6E1234
real_can_latency_20260710,350,before,false,015D,015E,015E,false,true,true,6E1234
real_can_latency_20260710,351,before,false,015E,015F,015F,false,true,true,6E1234
real_can_latency_20260710,352,before,false,015F,0160,0160,false,true,true,6E1234
real_can_latency_20260710,353,before,false,0160,0161,0161,false,true,true,6E1234
real_can_latency_20260710,354,before,false,0161,0162,0162,false,true,true,6E1234
real_can_latency_20260710,355,before,false,0162,0163,0163,false,true,true,6E1234
real_can_latency_20260710,356,before,false,0163,0164,0164,false,true,true,6E1234
real_can_latency_20260710,357,before,false,0164,0165,0165,false,true,true,6E1234
real_can_latency_20260710,358,before,false,0165,0166,0166,false,true,true,6E1234
real_can_latency_20260710,359,before,false,0166,0167,0167,false,true,true,6E1234
real_can_latency_20260710,360,before,false,0167,0168,0168,false,true,true,6E1234
real_can_latency_20260710,361,before,false,0168,0169,0169,false,true,true,6E1234
real_can_latency_20260710,362,before,false,0169,016A,016A,false,true,true,6E1234
real_can_latency_20260710,363,before,false,016A,016B,016B,false,true,true,6E1234
real_can_latency_20260710,364,before,false,016B,016C,016C,false,true,true,6E1234
real_can_latency_20260710,365,before,false,016C,016D,016D,false,true,true,6E1234
real_can_latency_20260710,366,before,false,016D,016E,016E,false,true,true,6E1234
real_can_latency_20260710,367,before,false,016E,016F,016F,false,true,true,6E1234
