source_line,timestamp_us,can_id_hex,dlc,data_hex,uds_payload_hex
77,214683820,0x7E0,8,042E12343E000000,2E12343E
78,214687907,0x7E8,8,036E123400000000,6E1234
79,214698435,0x7E0,8,052E333331120000,2E33333112
80,214702515,0x7E8,8,037F2E3100000000,7F2E31
81,214713328,0x7E0,8,042E1234DC000000,2E1234DC
82,214717412,0x7E8,8,036E123400000000,6E1234
83,214728222,0x7E0,8,042E1234AA000000,2E1234AA
84,214732311,0x7E8,8,036E123400000000,6E1234
85,214743494,0x7E0,8,062E1234C2E73F00,2E1234C2E73F
86,214747571,0x7E8,8,036E123400000000,6E1234
87,214758088,0x7E0,8,042E222207000000,2E222207
88,214762179,0x7E8,8,037F2E3100000000,7F2E31
89,214773056,0x7E0,8,062E1234DA1B9E00,2E1234DA1B9E
90,214777134,0x7E8,8,036E123400000000,6E1234
91,214789049,0x7E0,8,052E1234DE4A0000,2E1234DE4A
92,214793131,0x7E8,8,036E123400000000,6E1234
93,214803828,0x7E0,8,042E12343F000000,2E12343F
94,214807914,0x7E8,8,036E123400000000,6E1234
95,214818594,0x7E0,8,042E1234AA000000,2E1234AA
96,214822678,0x7E8,8,036E123400000000,6E1234
97,214833667,0x7E0,8,062E12342126FE00,2E12342126FE
98,214837746,0x7E8,8,036E123400000000,6E1234
99,214848881,0x7E0,8,062EF1872F79FD00,2EF1872F79FD
100,214852960,0x7E8,8,037F2E3100000000,7F2E31
101,214863556,0x7E0,8,062E123458758000,2E1234587580
102,214867632,0x7E8,8,036E123400000000,6E1234
103,214878186,0x7E0,8,062E2222143F8900,2E2222143F89
104,214882264,0x7E8,8,037F2E3100000000,7F2E31
105,214893111,0x7E0,8,052E123463E30000,2E123463E3
106,214897194,0x7E8,8,036E123400000000,6E1234
107,214908394,0x7E0,8,042E1234E4000000,2E1234E4
108,214912478,0x7E8,8,036E123400000000,6E1234
109,214923254,0x7E0,8,062E10013EF7EE00,2E10013EF7EE
110,214927338,0x7E8,8,037F2E3100000000,7F2E31
111,214938758,0x7E0,8,062E12347D256E00,2E12347D256E
112,214942837,0x7E8,8,036E123400000000,6E1234
113,214954993,0x7E0,8,042E123498000000,2E123498
114,214959080,0x7E8,8,036E123400000000,6E1234
115,214971666,0x7E0,8,042E123470000000,2E123470
116,214975753,0x7E8,8,036E123400000000,6E1234
117,214986416,0x7E0,8,062E123470FABC00,2E123470FABC
118,214990492,0x7E8,8,036E123400000000,6E1234
119,215001048,0x7E0,8,042E123478000000,2E123478
120,215005134,0x7E8,8,036E123400000000,6E1234
121,215017366,0x7E0,8,062E1234DEF78D00,2E1234DEF78D
122,215021443,0x7E8,8,036E123400000000,6E1234
123,215032312,0x7E0,8,042E1234BC000000,2E1234BC
124,215036396,0x7E8,8,036E123400000000,6E1234
125,215046992,0x7E0,8,072E1234D2FDC477,2E1234D2FDC477
126,215051067,0x7E8,8,036E123400000000,6E1234
127,215061876,0x7E0,8,072E12348A161503,2E12348A161503
128,215065956,0x7E8,8,036E123400000000,6E1234
129,215077302,0x7E0,8,072E1234074CBE76,2E1234074CBE76
130,215081378,0x7E8,8,036E123400000000,6E1234
131,215091912,0x7E0,8,072E123420D73E85,2E123420D73E85
132,215095987,0x7E8,8,036E123400000000,6E1234
133,215106475,0x7E0,8,052E123408F70000,2E123408F7
134,215110560,0x7E8,8,036E123400000000,6E1234
135,215121311,0x7E0,8,042E123436000000,2E123436
136,215125395,0x7E8,8,036E123400000000,6E1234
137,215135839,0x7E0,8,042E123436000000,2E123436
138,215139926,0x7E8,8,036E123400000000,6E1234
139,215150437,0x7E0,8,062E1234C47C3900,2E1234C47C39
140,215154514,0x7E8,8,036E123400000000,6E1234
141,215165042,0x7E0,8,052E100124790000,2E10012479
142,215169129,0x7E8,8,037F2E3100000000,7F2E31
143,215179680,0x7E0,8,052E1234DB880000,2E1234DB88
144,215183762,0x7E8,8,036E123400000000,6E1234
145,215194599,0x7E0,8,042E123409000000,2E123409
146,215198688,0x7E8,8,036E123400000000,6E1234
147,215211601,0x7E0,8,042E123463000000,2E123463
148,215215685,0x7E8,8,036E123400000000,6E1234
149,215226585,0x7E0,8,042E12347B000000,2E12347B
150,215230669,0x7E8,8,036E123400000000,6E1234
151,215241121,0x7E0,8,042E1234E9000000,2E1234E9
152,215245208,0x7E8,8,036E123400000000,6E1234
153,215255792,0x7E0,8,052E100185940000,2E10018594
154,215259879,0x7E8,8,037F2E3100000000,7F2E31
155,215274184,0x7E0,8,072E1234F8B1A97C,2E1234F8B1A97C
156,215278259,0x7E8,8,036E123400000000,6E1234
157,215289980,0x7E0,8,072E12342468EC40,2E12342468EC40
158,215294055,0x7E8,8,036E123400000000,6E1234
159,215304594,0x7E0,8,052E123464EB0000,2E123464EB
160,215308674,0x7E8,8,036E123400000000,6E1234
161,215319166,0x7E0,8,072EF187B51A6240,2EF187B51A6240
162,215323240,0x7E8,8,037F2E3100000000,7F2E31
163,215333918,0x7E0,8,042E12344D000000,2E12344D
164,215338005,0x7E8,8,036E123400000000,6E1234
165,215348752,0x7E0,8,042E1234D4000000,2E1234D4
166,215352839,0x7E8,8,036E123400000000,6E1234
167,215364148,0x7E0,8,052E222240320000,2E22224032
168,215368231,0x7E8,8,037F2E3100000000,7F2E31
169,215378819,0x7E0,8,042E123419000000,2E123419
170,215382906,0x7E8,8,036E123400000000,6E1234
171,215393406,0x7E0,8,052E123404760000,2E12340476
172,215397491,0x7E8,8,036E123400000000,6E1234
173,215408262,0x7E0,8,062E1234241D8B00,2E1234241D8B
174,215412341,0x7E8,8,036E123400000000,6E1234
175,215423868,0x7E0,8,052E1234D3DF0000,2E1234D3DF
176,215427950,0x7E8,8,036E123400000000,6E1234
177,215439266,0x7E0,8,052E222217C90000,2E222217C9
178,215443349,0x7E8,8,037F2E3100000000,7F2E31
179,215453967,0x7E0,8,062E123436D1F800,2E123436D1F8
180,215458046,0x7E8,8,036E123400000000,6E1234
181,215468664,0x7E0,8,042E1234FD000000,2E1234FD
182,215472751,0x7E8,8,036E123400000000,6E1234
183,215483471,0x7E0,8,042E123403000000,2E123403
184,215487560,0x7E8,8,036E123400000000,6E1234
185,215499008,0x7E0,8,042E123435000000,2E123435
186,215503095,0x7E8,8,036E123400000000,6E1234
187,215513455,0x7E0,8,042E1234B8000000,2E1234B8
188,215517539,0x7E8,8,036E123400000000,6E1234
189,215528509,0x7E0,8,042E123484000000,2E123484
190,215532594,0x7E8,8,036E123400000000,6E1234
191,215544315,0x7E0,8,052E222267670000,2E22226767
192,215548396,0x7E8,8,037F2E3100000000,7F2E31
193,215559647,0x7E0,8,052E1234F55C0000,2E1234F55C
194,215563729,0x7E8,8,036E123400000000,6E1234
195,215574932,0x7E0,8,062E1234CD687600,2E1234CD6876
196,215579011,0x7E8,8,036E123400000000,6E1234
197,215589668,0x7E0,8,052E33334BEB0000,2E33334BEB
198,215593751,0x7E8,8,037F2E3100000000,7F2E31
199,215604198,0x7E0,8,072E123439CA809D,2E123439CA809D
200,215608273,0x7E8,8,036E123400000000,6E1234
201,215618872,0x7E0,8,042E123412000000,2E123412
202,215622959,0x7E8,8,036E123400000000,6E1234
203,215633661,0x7E0,8,062E1234C7B44400,2E1234C7B444
204,215637740,0x7E8,8,036E123400000000,6E1234
205,215648158,0x7E0,8,042E123453000000,2E123453
206,215652245,0x7E8,8,036E123400000000,6E1234
207,215663414,0x7E0,8,072E123414898FC8,2E123414898FC8
208,215667487,0x7E8,8,036E123400000000,6E1234
209,215678345,0x7E0,8,052E12340CC50000,2E12340CC5
210,215682430,0x7E8,8,036E123400000000,6E1234
211,215693372,0x7E0,8,032E123400000000,2E1234
212,215697460,0x7E8,8,037F2E1300000000,7F2E13
213,215708802,0x7E0,8,032E123400000000,2E1234
214,215712893,0x7E8,8,037F2E1300000000,7F2E13
215,215723192,0x7E0,8,072E12345C9BF38D,2E12345C9BF38D
216,215727267,0x7E8,8,036E123400000000,6E1234
217,215737899,0x7E0,8,052E333351730000,2E33335173
218,215741982,0x7E8,8,037F2E3100000000,7F2E31
219,215752526,0x7E0,8,032E123400000000,2E1234
220,215756615,0x7E8,8,037F2E1300000000,7F2E13
221,215767227,0x7E0,8,052E123422720000,2E12342272
222,215771312,0x7E8,8,036E123400000000,6E1234
223,215781791,0x7E0,8,062E1001DD6E1C00,2E1001DD6E1C
224,215785874,0x7E8,8,037F2E3100000000,7F2E31
225,215796728,0x7E0,8,052E1234F9700000,2E1234F970
226,215800811,0x7E8,8,036E123400000000,6E1234
227,215812114,0x7E0,8,042E12340A000000,2E12340A
228,215816206,0x7E8,8,036E123400000000,6E1234
229,215826981,0x7E0,8,052E1234D06F0000,2E1234D06F
230,215831064,0x7E8,8,036E123400000000,6E1234
231,215842505,0x7E0,8,062E12341236A300,2E12341236A3
232,215846582,0x7E8,8,036E123400000000,6E1234
233,215857569,0x7E0,8,072E1234E7723CE0,2E1234E7723CE0
234,215861641,0x7E8,8,036E123400000000,6E1234
235,215872557,0x7E0,8,062E12342CC61300,2E12342CC613
236,215876634,0x7E8,8,036E123400000000,6E1234
237,215887255,0x7E0,8,072E1234B1D98B52,2E1234B1D98B52
238,215891330,0x7E8,8,036E123400000000,6E1234
239,215901746,0x7E0,8,042E12342B000000,2E12342B
240,215905833,0x7E8,8,036E123400000000,6E1234
241,215916761,0x7E0,8,062E2222813D4F00,2E2222813D4F
242,215920839,0x7E8,8,037F2E3100000000,7F2E31
243,215932366,0x7E0,8,042E12341F000000,2E12341F
244,215936450,0x7E8,8,036E123400000000,6E1234
245,215948016,0x7E0,8,062E1234FA8A1E00,2E1234FA8A1E
246,215952095,0x7E8,8,036E123400000000,6E1234
247,215963678,0x7E0,8,072E1234A8FE9590,2E1234A8FE9590
248,215967753,0x7E8,8,036E123400000000,6E1234
249,215979125,0x7E0,8,072E123400196F92,2E123400196F92
250,215983203,0x7E8,8,036E123400000000,6E1234
251,215993996,0x7E0,8,042E1234CA000000,2E1234CA
252,215998083,0x7E8,8,036E123400000000,6E1234
253,216009356,0x7E0,8,042E1001DB000000,2E1001DB
254,216013444,0x7E8,8,037F2E3100000000,7F2E31
255,216023938,0x7E0,8,062E123486334300,2E1234863343
256,216028016,0x7E8,8,036E123400000000,6E1234
257,216038499,0x7E0,8,052E1234EEEE0000,2E1234EEEE
258,216042579,0x7E8,8,036E123400000000,6E1234
259,216053142,0x7E0,8,052E123444E00000,2E123444E0
260,216057225,0x7E8,8,036E123400000000,6E1234
261,216067831,0x7E0,8,052E12349A320000,2E12349A32
262,216071914,0x7E8,8,036E123400000000,6E1234
263,216082689,0x7E0,8,052E12346F990000,2E12346F99
264,216086772,0x7E8,8,036E123400000000,6E1234
265,216099109,0x7E0,8,062E2222CBF98200,2E2222CBF982
266,216103188,0x7E8,8,037F2E3100000000,7F2E31
267,216113879,0x7E0,8,042E1234F8000000,2E1234F8
268,216117966,0x7E8,8,036E123400000000,6E1234
269,216129700,0x7E0,8,032E123400000000,2E1234
270,216133791,0x7E8,8,037F2E1300000000,7F2E13
271,216145163,0x7E0,8,052E123423B80000,2E123423B8
272,216149246,0x7E8,8,036E123400000000,6E1234
273,216160534,0x7E0,8,062E123441FEEC00,2E123441FEEC
274,216164611,0x7E8,8,036E123400000000,6E1234
275,216175212,0x7E0,8,042E123414000000,2E123414
276,216179302,0x7E8,8,036E123400000000,6E1234
277,216189746,0x7E0,8,032E123400000000,2E1234
278,216193837,0x7E8,8,037F2E1300000000,7F2E13
279,216204387,0x7E0,8,052E1234249F0000,2E1234249F
280,216208468,0x7E8,8,036E123400000000,6E1234
281,216218974,0x7E0,8,062E123432B6DE00,2E123432B6DE
282,216223053,0x7E8,8,036E123400000000,6E1234
283,216233682,0x7E0,8,062E1234B3299B00,2E1234B3299B
284,216237761,0x7E8,8,036E123400000000,6E1234
285,216248553,0x7E0,8,062E1001FF17B300,2E1001FF17B3
286,216252634,0x7E8,8,037F2E3100000000,7F2E31
287,216263899,0x7E0,8,072E12341412A5C3,2E12341412A5C3
288,216267974,0x7E8,8,036E123400000000,6E1234
289,216278513,0x7E0,8,052E2222CF8F0000,2E2222CF8F
290,216282593,0x7E8,8,037F2E3100000000,7F2E31
291,216294843,0x7E0,8,052E1234D1E40000,2E1234D1E4
292,216298926,0x7E8,8,036E123400000000,6E1234
293,216309791,0x7E0,8,062E123435121100,2E1234351211
294,216313869,0x7E8,8,036E123400000000,6E1234
295,216324352,0x7E0,8,072E123488FD7C0F,2E123488FD7C0F
296,216328428,0x7E8,8,036E123400000000,6E1234
297,216339108,0x7E0,8,052E123406070000,2E12340607
298,216343200,0x7E8,8,036E123400000000,6E1234
299,216353750,0x7E0,8,052E1234400F0000,2E1234400F
300,216357838,0x7E8,8,036E123400000000,6E1234
301,216368337,0x7E0,8,052E1234900C0000,2E1234900C
302,216372421,0x7E8,8,036E123400000000,6E1234
303,216383068,0x7E0,8,062E1234DF82CE00,2E1234DF82CE
304,216387147,0x7E8,8,036E123400000000,6E1234
305,216398046,0x7E0,8,072E123413123369,2E123413123369
306,216402121,0x7E8,8,036E123400000000,6E1234
307,216413563,0x7E0,8,072E12343B485B6A,2E12343B485B6A
308,216417636,0x7E8,8,036E123400000000,6E1234
309,216428810,0x7E0,8,072E1234A7B8B87F,2E1234A7B8B87F
310,216432885,0x7E8,8,036E123400000000,6E1234
311,216443542,0x7E0,8,062E123472AD6B00,2E123472AD6B
312,216447618,0x7E8,8,036E123400000000,6E1234
313,216458169,0x7E0,8,042E123449000000,2E123449
314,216462256,0x7E8,8,036E123400000000,6E1234
315,216472793,0x7E0,8,052E123428670000,2E12342867
316,216476876,0x7E8,8,036E123400000000,6E1234
317,216487386,0x7E0,8,052E12349F3D0000,2E12349F3D
318,216491467,0x7E8,8,036E123400000000,6E1234
319,216502159,0x7E0,8,062E12340FAEDC00,2E12340FAEDC
320,216506242,0x7E8,8,036E123400000000,6E1234
321,216516908,0x7E0,8,072EF18796819DC9,2EF18796819DC9
322,216520983,0x7E8,8,037F2E3100000000,7F2E31
323,216533038,0x7E0,8,052E222244140000,2E22224414
324,216537121,0x7E8,8,037F2E3100000000,7F2E31
325,216548284,0x7E0,8,062E1234ED49C800,2E1234ED49C8
326,216552363,0x7E8,8,036E123400000000,6E1234
327,216563705,0x7E0,8,062E12341FF39500,2E12341FF395
328,216567783,0x7E8,8,036E123400000000,6E1234
329,216578350,0x7E0,8,032E123400000000,2E1234
330,216582439,0x7E8,8,037F2E1300000000,7F2E13
331,216592900,0x7E0,8,052EF18757F20000,2EF18757F2
332,216596983,0x7E8,8,037F2E3100000000,7F2E31
333,216607555,0x7E0,8,062E1234705B6E00,2E1234705B6E
334,216611632,0x7E8,8,036E123400000000,6E1234
335,216622134,0x7E0,8,052E22229B350000,2E22229B35
336,216626217,0x7E8,8,037F2E3100000000,7F2E31
337,216636728,0x7E0,8,042E123411000000,2E123411
338,216640815,0x7E8,8,036E123400000000,6E1234
339,216651314,0x7E0,8,052EF1873E9D0000,2EF1873E9D
340,216655395,0x7E8,8,037F2E3100000000,7F2E31
341,216666047,0x7E0,8,032E123400000000,2E1234
342,216670138,0x7E8,8,037F2E1300000000,7F2E13
343,216680620,0x7E0,8,072E1234A7909A3A,2E1234A7909A3A
344,216684693,0x7E8,8,036E123400000000,6E1234
345,216695246,0x7E0,8,042E2222E2000000,2E2222E2
346,216699333,0x7E8,8,037F2E3100000000,7F2E31
347,216710132,0x7E0,8,042E1001F3000000,2E1001F3
348,216714223,0x7E8,8,037F2E3100000000,7F2E31
349,216726303,0x7E0,8,042E123453000000,2E123453
350,216730388,0x7E8,8,036E123400000000,6E1234
351,216741024,0x7E0,8,072E1234B6BABAC6,2E1234B6BABAC6
352,216745098,0x7E8,8,036E123400000000,6E1234
353,216755778,0x7E0,8,052E100195820000,2E10019582
354,216759865,0x7E8,8,037F2E3100000000,7F2E31
355,216770685,0x7E0,8,042E1234FA000000,2E1234FA
356,216774772,0x7E8,8,036E123400000000,6E1234
357,216786031,0x7E0,8,072E333363E933EB,2E333363E933EB
358,216790106,0x7E8,8,037F2E3100000000,7F2E31
359,216800741,0x7E0,8,032E123400000000,2E1234
360,216804831,0x7E8,8,037F2E1300000000,7F2E13
361,216815697,0x7E0,8,062E100105E9E200,2E100105E9E2
362,216819785,0x7E8,8,037F2E3100000000,7F2E31
363,216831201,0x7E0,8,032E123400000000,2E1234
364,216835295,0x7E8,8,037F2E1300000000,7F2E13
365,216846906,0x7E0,8,072E1234AE7FDEB6,2E1234AE7FDEB6
366,216850981,0x7E8,8,036E123400000000,6E1234
367,216862406,0x7E0,8,062E1234205F5B00,2E1234205F5B
368,216866483,0x7E8,8,036E123400000000,6E1234
369,216877954,0x7E0,8,032E123400000000,2E1234
370,216882044,0x7E8,8,037F2E1300000000,7F2E13
371,216892556,0x7E0,8,032E123400000000,2E1234
372,216896644,0x7E8,8,037F2E1300000000,7F2E13
373,216907260,0x7E0,8,072E1234A09E4407,2E1234A09E4407
374,216911339,0x7E8,8,036E123400000000,6E1234
375,216921783,0x7E0,8,032E123400000000,2E1234
376,216925874,0x7E8,8,037F2E1300000000,7F2E13
377,216936577,0x7E0,8,072E1234CFE35457,2E1234CFE35457
378,216940649,0x7E8,8,036E123400000000,6E1234
379,216952004,0x7E0,8,042E12344B000000,2E12344B
380,216956091,0x7E8,8,036E123400000000,6E1234
381,216966737,0x7E0,8,052E123420B50000,2E123420B5
382,216970819,0x7E8,8,036E123400000000,6E1234
383,216981226,0x7E0,8,042E123430000000,2E123430
384,216985316,0x7E8,8,036E123400000000,6E1234
385,216996058,0x7E0,8,042E1234DD000000,2E1234DD
386,217000145,0x7E8,8,036E123400000000,6E1234
387,217010836,0x7E0,8,032E123400000000,2E1234
388,217014926,0x7E8,8,037F2E1300000000,7F2E13
389,217026531,0x7E0,8,042E1234BF000000,2E1234BF
390,217030616,0x7E8,8,036E123400000000,6E1234
391,217041945,0x7E0,8,052E123413370000,2E12341337
392,217046027,0x7E8,8,036E123400000000,6E1234
393,217056358,0x7E0,8,062E123439B93700,2E123439B937
394,217060435,0x7E8,8,036E123400000000,6E1234
395,217071025,0x7E0,8,052E123490170000,2E12349017
396,217075108,0x7E8,8,036E123400000000,6E1234
397,217085607,0x7E0,8,052E123421760000,2E12342176
398,217089688,0x7E8,8,036E123400000000,6E1234
399,217100207,0x7E0,8,072E1234E3452369,2E1234E3452369
400,217104282,0x7E8,8,036E123400000000,6E1234
401,217114920,0x7E0,8,062E1234B1BA6300,2E1234B1BA63
402,217118999,0x7E8,8,036E123400000000,6E1234
403,217129993,0x7E0,8,042E123452000000,2E123452
404,217134080,0x7E8,8,036E123400000000,6E1234
405,217145260,0x7E0,8,042E123457000000,2E123457
406,217149347,0x7E8,8,036E123400000000,6E1234
407,217160514,0x7E0,8,052E1234E3D30000,2E1234E3D3
408,217164595,0x7E8,8,036E123400000000,6E1234
409,217175734,0x7E0,8,072E123483B61093,2E123483B61093
410,217179808,0x7E8,8,036E123400000000,6E1234
411,217191352,0x7E0,8,042E1234AA000000,2E1234AA
412,217195435,0x7E8,8,036E123400000000,6E1234
413,217206653,0x7E0,8,032E123400000000,2E1234
414,217210744,0x7E8,8,037F2E1300000000,7F2E13
415,217221395,0x7E0,8,072E1234017E2F4B,2E1234017E2F4B
416,217225472,0x7E8,8,036E123400000000,6E1234
417,217235894,0x7E0,8,042E12345C000000,2E12345C
418,217239981,0x7E8,8,036E123400000000,6E1234
419,217250526,0x7E0,8,052E123445BA0000,2E123445BA
420,217254607,0x7E8,8,036E123400000000,6E1234
421,217265163,0x7E0,8,072E12343464D997,2E12343464D997
422,217269238,0x7E8,8,036E123400000000,6E1234
423,217280237,0x7E0,8,042E33330A000000,2E33330A
424,217284328,0x7E8,8,037F2E3100000000,7F2E31
425,217295709,0x7E0,8,062E12343B414F00,2E12343B414F
426,217299787,0x7E8,8,036E123400000000,6E1234
427,217311131,0x7E0,8,052E12346BD90000,2E12346BD9
428,217315214,0x7E8,8,036E123400000000,6E1234
429,217325827,0x7E0,8,072E1234B986946D,2E1234B986946D
430,217329901,0x7E8,8,036E123400000000,6E1234
431,217340468,0x7E0,8,062E12340D1D9700,2E12340D1D97
432,217344549,0x7E8,8,036E123400000000,6E1234
433,217355016,0x7E0,8,062E222264DDA300,2E222264DDA3
434,217359094,0x7E8,8,037F2E3100000000,7F2E31
435,217369627,0x7E0,8,052E100111650000,2E10011165
436,217373715,0x7E8,8,037F2E3100000000,7F2E31
437,217384223,0x7E0,8,042E33334B000000,2E33334B
438,217388313,0x7E8,8,037F2E3100000000,7F2E31
439,217399122,0x7E0,8,062E12341C886200,2E12341C8862
440,217403201,0x7E8,8,036E123400000000,6E1234
441,217414435,0x7E0,8,042EF18777000000,2EF18777
442,217418520,0x7E8,8,037F2E3100000000,7F2E31
443,217429496,0x7E0,8,072E123410E1A816,2E123410E1A816
444,217433568,0x7E8,8,036E123400000000,6E1234
445,217444983,0x7E0,8,062E1234CC190100,2E1234CC1901
446,217449066,0x7E8,8,036E123400000000,6E1234
447,217460406,0x7E0,8,042E12342F000000,2E12342F
448,217464491,0x7E8,8,036E123400000000,6E1234
449,217475014,0x7E0,8,052E1234C5020000,2E1234C502
450,217479101,0x7E8,8,036E123400000000,6E1234
451,217489584,0x7E0,8,072E33336DA444AF,2E33336DA444AF
452,217493657,0x7E8,8,037F2E3100000000,7F2E31
453,217504549,0x7E0,8,052E1234A7170000,2E1234A717
454,217508630,0x7E8,8,036E123400000000,6E1234
455,217520019,0x7E0,8,042E1234EC000000,2E1234EC
456,217524105,0x7E8,8,036E123400000000,6E1234
457,217534571,0x7E0,8,062EF1871AE63E00,2EF1871AE63E
458,217538648,0x7E8,8,037F2E3100000000,7F2E31
459,217549294,0x7E0,8,042E2222F2000000,2E2222F2
460,217553378,0x7E8,8,037F2E3100000000,7F2E31
461,217563924,0x7E0,8,062EF187AD26CE00,2EF187AD26CE
462,217568003,0x7E8,8,037F2E3100000000,7F2E31
463,217578963,0x7E0,8,072E1234BA94AC54,2E1234BA94AC54
464,217583038,0x7E8,8,036E123400000000,6E1234
465,217594117,0x7E0,8,062E123452278000,2E1234522780
466,217598196,0x7E8,8,036E123400000000,6E1234
467,217608729,0x7E0,8,062E1234D5BF2D00,2E1234D5BF2D
468,217612808,0x7E8,8,036E123400000000,6E1234
469,217623420,0x7E0,8,052E3333752D0000,2E3333752D
470,217627501,0x7E8,8,037F2E3100000000,7F2E31
471,217638024,0x7E0,8,052E1234AFB90000,2E1234AFB9
472,217642107,0x7E8,8,036E123400000000,6E1234
473,217653135,0x7E0,8,062E1234D1791200,2E1234D17912
474,217657214,0x7E8,8,036E123400000000,6E1234
475,217668577,0x7E0,8,052E1234C7FB0000,2E1234C7FB
476,217672657,0x7E8,8,036E123400000000,6E1234
477,217683894,0x7E0,8,072E1234A493267F,2E1234A493267F
478,217687969,0x7E8,8,036E123400000000,6E1234
479,217698492,0x7E0,8,072E1234AC74CAA4,2E1234AC74CAA4
480,217702564,0x7E8,8,036E123400000000,6E1234
481,217713262,0x7E0,8,042E100162000000,2E100162
482,217717352,0x7E8,8,037F2E3100000000,7F2E31
483,217727819,0x7E0,8,032E123400000000,2E1234
484,217731910,0x7E8,8,037F2E1300000000,7F2E13
485,217742404,0x7E0,8,052E1234A1040000,2E1234A104
